Name,Total level rank,Total level,Total level xp,Attack rank,Attack level,Attack xp,Defence rank,Defence level,Defence xp,Strength rank,Strength level,Strength xp,Hitpoints rank,Hitpoints level,Hitpoints xp,Ranged rank,Ranged level,Ranged xp,Prayer rank,Prayer level,Prayer xp,Magic rank,Magic level,Magic xp,Cooking rank,Cooking level,Cooking xp,Woodcutting rank,Woodcutting level,Woodcutting xp,Fletching rank,Fletching level,Fletching xp,Fishing rank,Fishing level,Fishing xp,Firemaking rank,Firemaking level,Firemaking xp,Crafting rank,Crafting level,Crafting xp,Smithing rank,Smithing level,Smithing xp,Mining rank,Mining level,Mining xp,Herblore rank,Herblore level,Herblore xp,Agility rank,Agility level,Agility xp,Thieving rank,Thieving level,Thieving xp,Slayer rank,Slayer level,Slayer xp,Farming rank,Farming level,Farming xp,Runecraft rank,Runecraft level,Runecraft xp,Hunter rank,Hunter level,Hunter xp,Construction rank,Construction level,Construction xp,League points rank,League points,BH Hunter rank,BH Hunter points,BH Rogue rank,BH Rogue points,All clues rank,All clues KC,Beginner clues rank,Beginner clues KC,Easy clues rank,Easy clues KC,Medium clues rank,Medium clues KC,Hard clues rank,Hard clues KC,Elite clues rank,Elite clues KC,Master clues rank,Master clues KC,LMS rank,LMS points,SW Zeal rank,SW points,Abyssal Sire rank,Abyssal Sire KC,Alchemical Hydra rank,Alchemical Hydra KC,Barrows Chests rank,Barrows Chests KC,Bryophyta rank,Bryophyta KC,Callisto rank,Callisto KC,Cerberus rank,Cerberus KC,Chambers of Xeric rank,Chambers of Xeric KC,Chambers of Xeric: Challenge Mode rank,Chambers of Xeric: Challenge Mode KC,Chaos Elemental rank,Chaos Elemental KC,Chaos Fanatic rank,Chaos Fanatic KC,Commander Zilyana rank,Commander Zilyana KC,Corporeal Beast rank,Corporeal Beast KC,Crazy Archaelogist rank,Crazy Archaelogist KC,Dagannoth Prime rank,Dagannoth Prime KC,Dagannoth Rex rank,Dagannoth Rex KC,Dagannoth Supreme rank,Dagannoth Supreme KC,Deranged Archaelogist rank,Deranged Archaelogist KC,General Graardor rank,General Graardor KC,Giant Mole rank,Giant Mole KC,Grotesque Guardians rank,Grotesque Guardians KC,Hespori rank,Hespori KC,Kalphite Queen rank,Kalphite Queen KC,King Black Dragon rank,King Black Dragon KC,Kraken rank,Kraken KC,Kree'Arra rank,Kree'Arra KC,K'ril Tsutsaroth rank,K'ril Tsutsaroth KC,Mimic rank,Mimic KC,Nightmare rank,Nightmare KC,Obor rank,Obor KC,Sarachnis rank,Sarachnis KC,Scorpia rank,Scorpia KC,Skotizo rank,Skotizo KC,The Gauntlet rank,The Gauntlet KC,The Corrupted Gauntlet rank,The Corrupted Gauntlet KC,Theatre of Blood rank,Theatre of Blood KC,Thermonuclear Smoke Devil rank,Thermonuclear Smoke Devil KC,TzKal-Zuk rank,TzKal-Zuk KC,TzTok-Jad rank,TzTok-Jad KC,Venenatis rank,Venenatis KC,Vet'ion rank,Vet'ion KC,Vorkath rank,Vorkath KC,Wintertodt rank,Wintertodt KC,Zalcano rank,Zalcano KC,Zulrah rank,Zulrah KC
iiaannaa,237,2277,1191766146,25247,99,25088191,6741,99,38903948,26430,99,25006314,271,99,200000000,79,99,200000000,277,99,25313225,2259,99,46714413,10496,99,25136809,8019,99,25038213,2958,99,25003289,99,99,200000000,1458,99,25059440,727,99,25059339,1164,99,20362846,5731,99,17271868,368,99,25144901,746,99,32466233,2836,99,25000114,692,99,74476590,3221,99,25357309,94,99,25118783,229,99,35242053,813,99,25002268,22,73000,-1,-1,-1,-1,18,1616,56,600,687,109,32,400,20,300,11,200,5,7,-1,-1,-1,-1,200,500,-1,-1,-1,-1,3969,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,650,49,650,50,650,711,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3239,950,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,265,-1,-1,180,1287,96,12,1120,30,-1,-1,-1,-1,112,848,-1,-1,187,339,1309,500
Dwan,414,2277,1090843769,6689,99,49159474,15810,99,27743479,21693,99,26679056,195,99,200000000,207,99,200000000,736,99,25004366,3262,99,38728900,6264,99,26876313,6983,99,25210303,879,99,25431710,1874,99,31748182,1985,99,25019094,949,99,25020790,43,99,37407633,444,99,33079015,516,99,25052299,212,99,42641370,484,99,26283407,1135,99,65356763,129,99,45947030,247,99,25004820,130,99,38417017,413,99,25032748,23,73000,-1,-1,-1,-1,6,1855,46,600,1184,89,26,400,3,530,3,232,30,4,-1,-1,-1,-1,245,500,-1,-1,-1,-1,521,49,-1,-1,8212,265,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11712,284,1256,750,-1,-1,-1,-1,-1,-1,-1,-1,4169,833,515,500,56,960,-1,-1,-1,-1,859,21,-1,-1,-1,-1,-1,-1,-1,-1,180,250,-1,-1,-1,-1,-1,-1,555,30,-1,-1,-1,-1,-1,-1,-1,-1,1,1261,1305,500
Gl Im Tom,181,2277,1235749652,23459,99,25525069,18854,99,26081623,2069,99,108069666,148,99,200000000,47,99,200000000,800,99,25001671,1872,99,51954975,10269,99,25162588,4902,99,26785914,240,99,26888472,8292,99,25001767,3586,99,25000275,838,99,25035403,68,99,32781399,2056,99,25193202,917,99,25003251,24,99,58190219,264,99,27721627,35,99,159358220,694,99,28754960,158,99,25017116,139,99,38096655,223,99,25125580,24,72860,-1,-1,-1,-1,224,614,744,124,147,212,325,112,234,116,237,49,707,1,-1,-1,-1,-1,17,658,-1,-1,287,407,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,401,250,-1,-1,-1,-1,-1,-1,224,2030,-1,-1,-1,-1,-1,-1,18,1001,86,63,-1,-1,-1,-1,-1,-1,-1,-1,117,250,18,327,18619,83,41,20,339,30,-1,-1,-1,-1,-1,-1,-1,-1,61,500,690,510
BEATONiT,217,2277,1204074499,24097,99,25313523,19997,99,25619396,23590,99,25618439,138,99,200000000,68,99,200000000,537,99,25038368,2396,99,45262344,7698,99,25812680,1565,99,36618486,479,99,25919386,2251,99,29183475,3615,99,25000108,13,99,47327843,47,99,36823922,910,99,28279112,452,99,25081890,1467,99,26005672,53,99,42098618,8,99,200000000,1109,99,27375267,292,99,25002737,535,99,31692761,856,99,25000472,25,72790,-1,-1,-1,-1,36,1375,61,600,10,540,1589,50,229,117,94,65,65,3,-1,-1,-1,-1,170,500,-1,-1,-1,-1,36,116,-1,-1,16493,156,-1,-1,-1,-1,-1,-1,-1,-1,6244,268,-1,-1,-1,-1,1,1500,23,1000,22,1000,-1,-1,20134,209,953,750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,117,662,8624,210,-1,-1,-1,-1,2035,14,-1,-1,-1,-1,-1,-1,-1,-1,153,250,-1,-1,-1,-1,28,21,330,30,-1,-1,-1,-1,30,1772,-1,-1,81,500,1132,500
AbyssWalkerr,41,2277,1600000363,149,99,200000000,103,99,200000000,305,99,200000000,132,99,200000000,4549,99,75462450,194,99,25916075,1589,99,56424846,2172,99,39351330,6282,99,25516023,36,99,45728570,5013,99,25168012,777,99,25267177,131,99,26626033,447,99,25186907,2010,99,25221692,131,99,25713707,36,99,53689481,94,99,33620496,32,99,160953976,92,99,51672966,121,99,25053025,2294,99,26091314,26,99,27336283,26,72510,-1,-1,-1,-1,534,423,488,154,1329,85,2438,40,391,99,324,44,709,1,-1,-1,-1,-1,627,500,-1,-1,-1,-1,2160,26,-1,-1,32568,60,-1,-1,-1,-1,-1,-1,-1,-1,12394,166,-1,-1,-1,-1,23,1000,21,1000,20,1000,556,62,2489,500,472,750,-1,-1,-1,-1,-1,-1,-1,-1,1469,1291,2962,270,6538,250,-1,-1,-1,-1,104,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,176,1298,-1,-1,259,30,-1,-1,-1,-1,13,2604,-1,-1,-1,-1,-1,-1
DitterBitter,92,2277,1377230367,266,99,194760440,1778,99,66322699,58,99,200000000,128,99,200000000,4839,99,71935494,359,99,25151652,2844,99,41613028,1394,99,44450714,5462,99,26177028,632,99,25636735,1523,99,35577600,429,99,26027587,623,99,25100530,530,99,25105461,682,99,30061877,99,99,26261566,11,99,74922931,710,99,25603591,166,99,107554170,2110,99,25971362,219,99,25006284,1053,99,28972150,527,99,25017468,27,72420,-1,-1,-1,-1,189,657,79,326,555,119,180,142,2235,40,648,29,740,1,-1,-1,-1,-1,337,500,-1,-1,635,323,4190,19,-1,-1,11376,222,-1,-1,-1,-1,-1,-1,-1,-1,12738,162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14090,259,506,750,449,250,-1,-1,-1,-1,-1,-1,835,1514,263,565,4295,313,-1,-1,242,394,58,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,395,-1,-1,135,10,254,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
IAmTacoDude,349,2277,1118024494,22771,99,25789032,17199,99,26867142,23654,99,25592206,170,99,200000000,189,99,200000000,246,99,25441855,1575,99,56727376,524,99,66259523,4210,99,27842629,174,99,27591206,4074,99,25454458,702,99,25339219,21,99,38650668,107,99,28418595,1149,99,27158112,1190,99,19570120,699,99,33003018,228,99,28359718,154,99,109071177,2623,99,25652633,142,99,25025593,3323,99,25171242,387,99,25038972,28,72200,-1,-1,-1,-1,609,400,1072,96,2101,67,1428,53,178,127,164,55,186,2,-1,-1,-1,-1,216,500,-1,-1,-1,-1,24,130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,650,54,650,54,650,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,844,1509,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,252,-1,-1,424,816,-1,-1,1125,30,-1,-1,-1,-1,6,3250,-1,-1,13,521,700,510
mhe00,238,2277,1189490050,25695,99,25043558,17306,99,26810456,17855,99,29987279,143,99,200000000,111,99,200000000,703,99,25008381,1469,99,58628172,8029,99,25665634,5546,99,26092871,774,99,25508420,806,99,56386577,2079,99,25015852,140,99,26418387,52,99,36299434,368,99,34759299,449,99,25083850,69,99,49264570,2221,99,25002055,31,99,162649343,404,99,31348409,445,99,14949248,274,99,34567589,854,99,25000666,29,72150,-1,-1,-1,-1,450,450,368,175,1953,71,3381,34,276,110,145,58,212,2,-1,-1,-1,-1,406,500,-1,-1,-1,-1,3621,21,-1,-1,16395,157,-1,-1,-1,-1,-1,-1,-1,-1,731,586,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20717,204,1041,750,-1,-1,-1,-1,-1,-1,-1,-1,483,1728,1072,415,17646,112,-1,-1,-1,-1,1204,18,-1,-1,-1,-1,-1,-1,-1,-1,179,250,-1,-1,-1,-1,57,20,690,30,-1,-1,-1,-1,-1,-1,-1,-1,66,500,1274,500
Jwai Sr,319,2277,1139779392,26730,99,25006222,18194,99,26381313,9626,99,44697525,387,99,195292772,484,99,200000000,253,99,25414625,1477,99,58433529,12283,99,25041503,5620,99,26034306,253,99,26824055,233,99,112794976,1321,99,25082086,18,99,40297944,223,99,25998047,3257,99,25001843,519,99,25051571,917,99,30592557,1160,99,25107839,1129,99,65430053,974,99,27754079,79,99,25180004,358,99,33303995,323,99,25058548,30,72100,-1,-1,-1,-1,125,786,144,241,1504,81,548,87,31,300,59,75,219,2,-1,-1,-1,-1,221,500,-1,-1,-1,-1,8898,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,237,300,254,300,265,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6661,750,-1,-1,-1,-1,-1,-1,-1,-1,454,30,-1,-1,-1,-1,-1,-1,-1,-1,557,148,-1,-1,85,1828,-1,-1,1276,30,-1,-1,-1,-1,34,1700,-1,-1,459,250,1626,500
AntiNatalism,123,2277,1305861404,248,99,200000000,526,99,104710527,1126,99,147601040,596,99,174901346,9791,99,38112672,523,99,25041100,2593,99,43520034,8696,99,25459790,5438,99,26208528,1001,99,25351734,258,99,105859656,1226,99,25096487,503,99,25160361,555,99,25089985,1042,99,27615207,537,99,25046764,198,99,42985733,1523,99,25018497,765,99,72777341,136,99,45059563,135,99,25031844,3242,99,25207067,706,99,25006128,31,71960,-1,-1,-1,-1,27,1483,47,600,133,222,148,154,30,300,13,200,7,7,-1,-1,-1,-1,1699,251,-1,-1,-1,-1,6403,15,-1,-1,7629,274,-1,-1,-1,-1,-1,-1,-1,-1,5471,289,-1,-1,-1,-1,249,300,266,300,126,317,-1,-1,27481,157,1571,750,-1,-1,-1,-1,-1,-1,-1,-1,611,1625,5499,187,292,690,-1,-1,-1,-1,802,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1195,478,-1,-1,1020,30,-1,-1,-1,-1,309,750,-1,-1,-1,-1,-1,-1
wzrddddd,79,2277,1427075577,353,99,174847059,180,99,164018414,744,99,180700670,108,99,200000000,3247,99,97277294,198,99,25890655,1886,99,51776383,3149,99,34057755,4642,99,27167040,140,99,28341277,6630,99,25027098,1398,99,25067371,38,99,32652600,79,99,31221115,2799,99,25011072,616,99,25027378,53,99,50845250,984,99,25221061,395,99,86413858,2439,99,25766448,112,99,25071200,95,99,40656964,526,99,25017615,32,71910,-1,-1,-1,-1,209,631,194,219,124,229,993,63,497,89,569,31,-1,-1,-1,-1,-1,-1,311,500,-1,-1,-1,-1,196,68,-1,-1,447,762,-1,-1,-1,-1,-1,-1,-1,-1,12832,161,-1,-1,-1,-1,22,1000,20,1000,19,1000,-1,-1,24696,175,802,750,-1,-1,-1,-1,-1,-1,-1,-1,2097,1147,4241,224,1743,500,-1,-1,-1,-1,2054,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,745,595,-1,-1,640,30,-1,-1,-1,-1,246,750,-1,-1,-1,-1,-1,-1
Jettrider,441,2277,1080278437,15228,99,31574376,3831,99,49335817,14268,99,34656103,581,99,176132416,640,99,200000000,579,99,25027904,3066,99,40010464,8445,99,25531967,152,99,70221848,639,99,25629741,1623,99,34226592,927,99,25183967,675,99,25079968,492,99,25135510,2078,99,25178550,694,99,25018146,672,99,33195124,1150,99,25111140,357,99,88635125,2004,99,26059306,856,99,13355053,630,99,30943868,400,99,25035452,33,71860,-1,-1,-1,-1,54,1172,137,246,113,240,118,169,14,303,5,210,40,4,-1,-1,-1,-1,368,500,-1,-1,-1,-1,3992,20,-1,-1,1742,513,-1,-1,-1,-1,-1,-1,-1,-1,3939,342,-1,-1,-1,-1,40,651,43,651,45,651,-1,-1,31052,136,2100,750,-1,-1,-1,-1,-1,-1,-1,-1,1167,1384,372,525,18819,104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1859,381,-1,-1,1199,30,-1,-1,-1,-1,357,750,-1,-1,-1,-1,-1,-1
ImAGwiyomi,594,2277,1028990940,26225,99,25015604,17398,99,26762094,20866,99,27275141,66,99,200000000,154,99,200000000,465,99,25065732,5801,99,29454931,12700,99,25030241,8861,99,25008348,1796,99,25076531,446,99,72628480,1572,99,25048246,1217,99,25005604,600,99,25065102,1225,99,26787415,386,99,25125166,521,99,34725765,2723,99,25000533,2161,99,53673427,3269,99,25340421,354,99,25000122,503,99,31901905,861,99,25000132,34,71750,-1,-1,-1,-1,17,1635,40,600,478,126,25,400,27,300,16,200,3,9,-1,-1,-1,-1,182,500,-1,-1,-1,-1,45,109,-1,-1,25418,106,-1,-1,-1,-1,-1,-1,-1,-1,118,844,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6419,372,599,750,-1,-1,-1,-1,-1,-1,-1,-1,1359,1322,1952,325,17127,116,-1,-1,-1,-1,361,33,-1,-1,-1,-1,-1,-1,-1,-1,1581,100,-1,-1,-1,-1,-1,-1,1273,30,-1,-1,-1,-1,-1,-1,-1,-1,47,500,1346,500
Lichborne,310,2277,1143871871,1089,99,111057614,444,99,111170608,836,99,171200847,782,99,162327842,5997,99,59931991,407,99,25105821,3402,99,37934075,9126,99,25371619,6208,99,25557492,635,99,25633616,1152,99,43619350,1749,99,25032933,883,99,25030358,503,99,25127673,1849,99,25341903,127,99,25766093,785,99,32066076,1661,99,25009558,3010,99,48110769,227,99,36527399,128,99,25041009,2432,99,25912973,57,99,25994252,35,71610,-1,-1,-1,-1,74,1025,65,600,493,125,397,101,129,145,198,52,246,2,-1,-1,-1,-1,441,500,-1,-1,-1,-1,2759,24,-1,-1,11576,220,-1,-1,-1,-1,-1,-1,-1,-1,12967,160,-1,-1,-1,-1,50,650,38,658,39,670,-1,-1,350,752,218,752,-1,-1,-1,-1,-1,-1,-1,-1,2611,1047,1516,361,19068,102,-1,-1,-1,-1,348,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,754,593,-1,-1,882,30,-1,-1,-1,-1,363,750,-1,-1,-1,-1,-1,-1
Do You Ever,366,2277,1109830180,8304,99,43951789,12043,99,30824443,27,99,200000000,98,99,200000000,7335,99,49864551,700,99,25009061,3092,99,39823022,11208,99,25079715,9155,99,25004741,734,99,25545164,8091,99,25002674,2245,99,25011663,798,99,25042660,222,99,26003388,10936,99,13574501,291,99,25204189,133,99,45737152,2347,99,25001589,69,99,134819811,1972,99,26083406,798,99,13409720,259,99,34797005,383,99,25039936,36,71560,-1,-1,-1,-1,204,635,115,267,176,199,907,66,933,68,503,34,1057,1,-1,-1,-1,-1,416,500,-1,-1,871,290,11233,10,-1,-1,15704,164,-1,-1,-1,-1,-1,-1,-1,-1,10170,199,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,1074,871,750,370,250,-1,-1,-1,-1,-1,-1,2243,1115,10911,83,472,621,-1,-1,309,348,100,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,350,-1,-1,48,20,1096,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Truly,245,2277,1185908352,10479,99,38739382,1755,99,66593990,11457,99,39984217,81,99,200000000,169,99,200000000,574,99,25028973,2119,99,48651858,8545,99,25503784,2221,99,33520013,165,99,27713263,1122,99,44480587,1058,99,25132712,794,99,25043353,487,99,25140552,1037,99,27631132,549,99,25042807,136,99,45522818,208,99,28620021,61,99,138438180,641,99,29023965,1193,99,13189836,1423,99,27883485,482,99,25023424,37,71510,-1,-1,-1,-1,85,937,161,234,768,105,16,401,170,129,86,66,171,2,-1,-1,-1,-1,2110,250,-1,-1,-1,-1,352,56,-1,-1,1516,536,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,232,300,197,301,162,307,-1,-1,3381,500,947,750,-1,-1,-1,-1,-1,-1,-1,-1,1232,1361,10521,90,16143,123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,317,967,241,6,870,30,-1,-1,-1,-1,291,750,-1,-1,-1,-1,-1,-1
Zygon,268,2277,1170801268,26019,99,25023440,16230,99,27459513,16564,99,31437778,87,99,200000000,174,99,200000000,772,99,25002669,1115,99,68002920,6424,99,26725342,7920,99,25044766,395,99,26121913,3289,99,26211288,3422,99,25001086,29,99,35380533,162,99,26795533,3305,99,25001595,980,99,25001445,312,99,39544798,2355,99,25001566,24,99,171127053,301,99,33565023,225,99,25005899,57,99,45304857,8245,99,13042251,38,71500,-1,-1,-1,-1,131,761,109,278,229,175,676,78,68,178,229,50,179,2,-1,-1,-1,-1,42,569,-1,-1,-1,-1,273,61,-1,-1,9432,249,-1,-1,-1,-1,-1,-1,-1,-1,11335,181,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16703,248,2310,750,-1,-1,-1,-1,-1,-1,-1,-1,2147,1136,683,500,9343,199,-1,-1,-1,-1,1491,16,-1,-1,-1,-1,-1,-1,-1,-1,206,250,-1,-1,-1,-1,905,2,1193,30,-1,-1,-1,-1,-1,-1,-1,-1,53,500,1156,500
Fires tar,282,2277,1158681477,11087,99,37614561,1229,99,75750960,22238,99,26320729,344,99,200000000,13304,99,28696262,382,99,25118453,64,99,200000000,7362,99,26008443,1227,99,38794831,1656,99,25106303,4108,99,25434935,763,99,25275916,55,99,30100269,219,99,26005256,1692,99,25598645,74,99,26917650,565,99,34205428,97,99,33333434,71,99,133226398,250,99,35173480,77,99,25182439,996,99,29136189,76,99,25680896,39,71450,-1,-1,-1,-1,462,447,732,126,451,130,3960,30,330,104,154,56,787,1,-1,-1,-1,-1,343,500,-1,-1,-1,-1,27,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,105,500,-1,-1,1613,1256,-1,-1,-1,-1,-1,-1,-1,-1,251,40,-1,-1,-1,-1,-1,-1,-1,-1,183,250,-1,-1,-1,-1,158,10,803,30,-1,-1,-1,-1,-1,-1,-1,-1,67,500,1187,500
Aiayu,96,2277,1367427359,244,99,200000000,178,99,164454847,508,99,200000000,265,99,200000000,5603,99,63745470,672,99,25011891,2099,99,48918546,13773,99,25009085,8920,99,25007423,1755,99,25086108,13756,99,15445891,869,99,25212564,374,99,25319384,639,99,25047228,2861,99,25008795,930,99,25002665,345,99,38808973,1230,99,25077152,554,99,79839118,494,99,30231407,310,99,25001863,3420,99,25142296,329,99,25056653,40,71310,-1,-1,-1,-1,61,1084,700,129,356,144,27,400,32,300,31,105,12,6,-1,-1,-1,-1,1465,260,-1,-1,-1,-1,8916,12,-1,-1,19781,135,-1,-1,-1,-1,-1,-1,-1,-1,1839,500,-1,-1,-1,-1,288,300,298,300,308,300,-1,-1,29581,145,581,750,-1,-1,-1,-1,-1,-1,-1,-1,697,1566,1873,331,16561,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115,1626,-1,-1,1339,30,-1,-1,-1,-1,42,1482,-1,-1,-1,-1,-1,-1
Loosh,87,2277,1397201972,21464,99,26444297,21003,99,25317089,26146,99,25013571,27,99,200000000,9,99,200000000,252,99,25415372,890,99,76658110,14255,99,25003955,5789,99,25868937,314,99,26447615,7533,99,25006757,2830,99,25004263,1352,99,25001460,67,99,32968674,107,99,53349390,963,99,25001857,42,99,52733448,16,99,200000000,5,99,200000000,1368,99,26863070,349,99,25000343,3786,99,25075730,440,99,25028034,41,71280,-1,-1,-1,-1,26,1509,45,600,22,500,2605,39,29,300,83,67,64,3,-1,-1,-1,-1,177,500,-1,-1,-1,-1,6649,14,-1,-1,3223,409,-1,-1,-1,-1,-1,-1,-1,-1,11140,183,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34703,114,513,750,-1,-1,-1,-1,72,500,-1,-1,-1,-1,1765,339,1428,500,-1,-1,-1,-1,592,25,-1,-1,-1,-1,-1,-1,-1,-1,35,322,-1,-1,-1,-1,64,20,1321,30,-1,-1,-1,-1,-1,-1,-1,-1,3,1118,1062,500
T W  1  N Z,742,2277,991811565,26580,99,25007948,23145,99,25010018,26392,99,25006951,38,99,200000000,23,99,200000000,773,99,25002535,4505,99,32996890,13062,99,25021935,5764,99,25892646,1481,99,25144668,6309,99,25041871,3127,99,25002519,26,99,36726530,314,99,25478740,974,99,27936235,1057,99,24081237,1491,99,25900554,2500,99,25001130,1092,99,66046842,1805,99,26237493,421,99,15615280,268,99,34655247,751,99,25004296,42,71190,-1,-1,-1,-1,20,1569,31,600,55,311,17,400,47,201,183,53,29,4,-1,-1,-1,-1,383,500,-1,-1,-1,-1,-1,-1,-1,-1,17985,145,-1,-1,-1,-1,-1,-1,-1,-1,12242,168,-1,-1,-1,-1,18,1000,16,1000,16,1000,-1,-1,3047,500,946,750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3332,254,9044,203,-1,-1,-1,-1,496,28,-1,-1,-1,-1,-1,-1,-1,-1,53,295,-1,-1,-1,-1,127,10,578,30,-1,-1,-1,-1,265,750,-1,-1,21,506,114,819
Mymic,460,2277,1072503363,5905,99,52462170,21635,99,25168571,20051,99,27943117,149,99,200000000,249,99,200000000,588,99,25025156,2704,99,42662255,4826,99,29077142,7662,99,25069001,966,99,25375994,3841,99,25617757,2252,99,25011422,176,99,26060016,248,99,25829188,1033,99,27644171,334,99,25171105,99,99,47447572,160,99,29806434,1200,99,64451949,540,99,29837030,296,99,25002556,72,99,42795070,364,99,25045687,43,71150,-1,-1,-1,-1,551,417,379,173,913,99,1052,61,1279,56,738,27,724,1,-1,-1,-1,-1,296,500,-1,-1,-1,-1,1692,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,199,300,217,300,234,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6300,750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1690,100,-1,-1,117,1607,-1,-1,665,30,-1,-1,-1,-1,137,784,-1,-1,82,500,1669,500
High Pirate,77,2277,1442407476,158,99,200000000,70,99,200000000,367,99,200000000,120,99,200000000,3460,99,92909066,483,99,25057074,2410,99,45148253,7994,99,25676135,8632,99,25012405,79,99,31468892,8144,99,25002402,1217,99,25098330,538,99,25137227,80,99,31040932,2186,99,25121486,70,99,27041070,1761,99,25126453,1828,99,25005013,1064,99,66556715,224,99,36656565,91,99,25124914,388,99,33021455,30,99,27203089,44,71110,-1,-1,-1,-1,15,1690,19,604,256,167,35,400,12,311,10,201,8,7,-1,-1,-1,-1,577,500,-1,-1,-1,-1,69,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22696,75,-1,-1,-1,-1,52,650,53,650,53,650,-1,-1,21240,200,1300,750,-1,-1,-1,-1,-1,-1,-1,-1,6158,750,3550,250,1771,500,-1,-1,-1,-1,815,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1333,450,-1,-1,689,30,-1,-1,-1,-1,12,2618,-1,-1,-1,-1,-1,-1
Cherios,515,2277,1053473312,26657,99,25006931,11044,99,31882447,18282,99,29559012,88,99,200000000,99,99,200000000,442,99,25080776,886,99,76810094,11130,99,25084224,9000,99,25006207,32,99,48717794,3370,99,26083980,760,99,25278116,190,99,25963978,485,99,25142450,3109,99,25003436,389,99,25124386,271,99,40805776,1530,99,25018005,2170,99,53601702,598,99,29303061,1661,99,13111242,1872,99,26888775,847,99,25000920,45,71100,-1,-1,-1,-1,244,587,471,157,621,114,236,127,527,87,35,99,73,3,-1,-1,-1,-1,360,500,-1,-1,-1,-1,768,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124,312,324,300,184,304,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1011,1440,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1454,104,-1,-1,551,706,-1,-1,1026,30,-1,-1,-1,-1,3,3801,-1,-1,305,266,1043,500
